,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,26,12,15,8,8,12,12,40,93,57,67,86,100,100,100,100,100,100,100,100,100,88,100,100,100,67,33,100,100,100,100,64,21,76,93,90,92,60,54,54,45,13,13,59,57,100,100,36,25,31,37,60,54,70,96,100,82,52,45,48,52,44,46,52,34,25,26,26,34,46,74,61,93,100,100,97,81,85,73,51,86,80,45,45,36,5,3,26,26,55,82,67,68,67,81,85,55,27,14,8,4,8,16,20,23,21,13,18,31,43,42,70,99,100,100,100,97,100,100,100,100,100,100,88,31,30,69,58,35,15,7,8,7,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,9,6,9,13,14,22,27,55,100,78,100,100,100,100,100,100,100,100,100,100,76,74,98,100,57,70,21,62,100,100,94,29,57,100,100,100,100,93,67,59,25,5,3,100,100,100,100,100,100,100,88,99,73,54,80,100,100,55,34,38,48,43,37,45,30,58,48,54,53,44,54,44,24,61,87,79,41,87,74,55,71,74,49,48,86,58,42,63,74,75,100,85,78,72,82,73,74,45,22,13,13,16,8,10,17,14,9,18,45,67,55,63,94,100,100,100,100,100,100,100,100,100,100,100,31,68,44,70,58,31,20,21,22,19,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,3,6,10,13,17,26,29,48,98,98,100,100,100,100,100,100,100,100,100,100,69,50,80,82,36,63,18,37,59,84,100,97,68,100,100,100,100,100,67,60,75,32,41,35,100,100,100,100,100,100,100,91,100,100,80,100,100,76,38,40,48,43,42,39,38,49,43,51,63,68,60,43,34,43,40,44,51,72,75,70,75,65,50,49,75,81,65,80,86,99,100,100,88,76,86,79,72,63,34,16,7,14,22,7,15,9,10,4,34,75,77,74,81,100,100,100,100,100,100,100,100,100,100,100,90,16,86,40,69,38,21,20,21,32,26,8,3,2,2,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,5,15,38,41,38,45,47,27,49,98,76,52,59,86,83,91,37,26,78,97,100,28,46,56,49,32,22,9,56,71,30,19,37,44,85,100,100,100,67,100,67,96,26,100,90,100,76,100,51,31,100,93,100,100,100,100,100,48,28,26,48,38,38,33,27,39,31,20,18,50,57,41,26,17,34,40,4,34,84,60,68,62,74,71,95,100,92,100,100,100,100,100,98,93,78,80,87,68,43,25,1,13,8,14,6,9,19,19,24,65,91,99,100,100,100,100,100,100,82,100,100,100,100,90,91,51,20,60,28,16,2,5,19,20,54,37,19,15,16,17,16,15,15,7,2,1,0,0,0,0,-1,-1,-1
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,18,46,66,67,68,70,49,32,41,67,74,62,55,34,31,20,66,93,100,100,45,20,33,9,16,6,8,29,72,91,96,100,63,32,61,100,100,100,100,100,82,84,100,100,100,100,100,100,100,53,100,100,100,100,100,100,47,64,47,35,39,32,30,18,40,32,5,32,18,54,56,36,58,66,70,80,83,90,80,68,72,100,100,100,100,100,100,100,100,100,100,100,100,91,66,83,81,47,33,13,12,21,12,10,17,22,34,41,58,84,100,100,100,100,100,100,100,100,100,100,100,96,59,47,53,48,13,23,20,19,21,36,51,29,66,48,31,28,31,32,30,29,21,8,3,1,0,0,0,0,0,0
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,12,9,25,8,32,30,34,33,30,27,35,56,53,40,91,89,69,31,32,74,80,59,4,21,7,14,2,10,15,47,56,45,35,100,79,39,24,100,100,75,100,100,93,73,100,100,53,90,76,92,100,71,100,100,100,100,100,100,66,38,28,30,22,7,10,35,40,40,27,72,25,16,52,60,41,76,68,70,83,55,53,60,96,91,100,100,100,100,100,100,100,100,100,100,100,71,71,78,40,28,24,3,13,12,10,17,29,37,56,75,53,87,83,80,88,100,100,100,100,100,100,100,60,39,37,36,36,22,15,12,11,11,14,31,50,26,38,21,11,10,12,5,8,40,40,20,18,15,14,14,14,13,13
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,17,27,59,70,39,22,26,37,46,23,15,18,32,28,90,100,80,100,72,31,38,27,18,13,22,19,1,14,10,34,41,100,100,46,100,92,73,61,27,29,50,100,83,63,46,27,28,48,48,55,77,95,49,92,100,100,100,90,100,65,21,1,20,7,28,47,55,61,77,58,100,85,100,100,77,83,89,70,83,78,90,92,100,100,100,98,100,100,100,100,100,100,100,100,100,100,79,70,38,21,18,14,7,9,11,18,32,45,62,92,72,79,100,100,100,100,100,100,100,100,100,100,40,41,23,24,16,3,6,5,4,5,5,10,31,44,24,6,6,11,12,18,36,22,61,54,43,40,38,37,36,36,36
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,22,20,25,20,24,25,58,70,45,12,15,29,38,20,11,30,29,23,94,100,43,87,55,25,23,15,15,19,23,11,6,19,22,61,40,100,100,77,96,65,60,58,33,44,51,100,71,69,42,31,29,31,42,55,70,92,46,82,94,100,100,79,100,66,40,100,99,89,24,41,27,29,57,49,68,80,97,100,100,88,72,91,82,97,44,69,74,89,100,100,100,100,100,100,100,100,100,100,100,92,65,33,21,20,14,10,9,10,20,36,48,69,98,84,82,100,100,80,100,100,100,100,85,100,100,71,17,30,15,16,0,4,4,4,4,4,4,8,26,35,19,5,8,12,12,23,51,24,54,35,31,30,28,29,28,27
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,28,33,32,37,39,12,21,53,65,39,37,34,14,21,16,56,70,67,46,35,48,62,69,48,27,21,25,20,11,13,4,20,32,18,53,29,65,38,51,41,27,31,24,41,59,16,45,37,12,12,8,10,19,53,61,72,88,44,39,70,100,100,82,100,69,100,100,100,100,83,70,100,36,33,29,4,31,76,100,90,73,51,80,96,10,33,27,46,82,100,100,100,100,100,100,94,100,86,100,88,63,32,17,21,21,12,4,5,15,35,49,65,99,77,99,100,100,62,25,100,100,100,100,75,85,86,50,17,11,15,4,2,2,2,2,2,2,3,6,16,20,8,7,10,11,11,28,50,15,9,18,15,16,16,14,14
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,35,53,58,57,51,28,10,23,57,70,21,55,43,13,9,46,99,51,95,68,33,17,32,62,57,36,28,25,29,19,7,4,22,40,12,37,33,10,12,11,24,24,25,31,54,64,42,16,8,14,19,19,24,26,57,62,67,82,66,50,88,100,100,76,100,100,100,100,100,100,100,100,100,50,32,21,17,51,99,100,79,91,100,93,54,44,43,37,74,100,100,100,100,100,85,89,90,82,60,65,61,30,17,18,22,20,8,5,14,33,50,67,100,81,100,100,100,100,70,93,100,100,100,73,45,41,64,47,22,9,2,1,1,1,1,1,2,2,2,3,8,11,11,11,11,12,12,25,35,36,38,38,38,38,37,36
